dd-mm-yyyyThh:mm:ss,Longitude [degrees_east] ,Latitude [degrees_north] ,Depth [m] ,DataSet,Datatype,Parameter,Value,Precision,Unit,Species,Matrix,DEPHL,DEPHU,QFLAG,BASIS,Depth Class,Age Class,Length Class,Sex,DayNight,NOINP,Original Value,Original Unit,SampleID,MeasurementID,ICES Position Note,ICES DateTime Note
17/06/1996 00:00,4.3015,52.3013,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,9.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,9.00E-07,g/g,8388669_274420_1793504,144C301714,,
17/06/1996 00:00,4.0422,52.3858,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,2.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,2.00E-07,g/g,8388669_274430_1793502,144C301724,,
18/06/1996 00:00,3.203,51.4908,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,7.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,7.00E-07,g/g,8388669_274437_1793485,144C301726,,
18/06/1996 00:00,3.4065,51.5427,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274440_1793488,144C301735,,
18/06/1996 00:00,3.393,51.5617,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.00E-07,g/g,8388669_274439_1793487,144C301736,,
18/06/1996 00:00,3.3875,51.6178,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,3.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,3.00E-07,g/g,8388669_274438_1793486,144C301734,,
18/06/1996 00:00,3.4905,51.7187,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,4.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,4.00E-07,g/g,8388669_274441_1793489,144C301725,,
18/06/1996 00:00,3.8708,51.8685,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.00E-07,g/g,8388669_274436_1793496,144C301730,,
18/06/1996 00:00,3.9192,51.9222,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.20E-06,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.20E-06,g/g,8388669_274425_1793497,144C301715,,
18/06/1996 00:00,4.17,52.0463,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.00E-07,g/g,8388669_274455_1793519,144C301704,,
18/06/1996 00:00,3.5075,52.0812,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,4.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,4.00E-07,g/g,8388669_274442_1793490,144C301732,,
18/06/1996 00:00,4.0887,52.1097,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.00E-06,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.00E-06,g/g,8388669_274454_1793518,144C301702,,
25/06/1996 00:00,3.1082,51.7177,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,4.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,4.00E-07,g/g,8388669_274416_1793483,144C302524,,
25/06/1996 00:00,2.6742,51.9542,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.00E-07,,g/g,,SED63,0.05,0,<;METPT:DFRZ,D,,,,,,,1.00E-07,g/g,8388669_274379_1793478,144C302519,,
26/06/1996 00:00,4.4037,52.2568,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.20E-06,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.20E-06,g/g,8388669_274422_1793506,144C301711,,
26/06/1996 00:00,3.7853,52.4752,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,4.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,4.00E-07,g/g,8388669_274434_1793494,144C301729,,
26/06/1996 00:00,3.5255,52.585,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,2.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,2.00E-07,g/g,8388669_274431_1793491,144C301733,,
26/06/1996 00:00,3.6817,52.9913,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,2.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,2.00E-07,g/g,8388669_274419_1793503,144C301713,,
26/06/1996 00:00,3,53.5,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,2.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,2.00E-07,g/g,8388669_274413_1793480,144C302521,,
27/06/1996 00:00,5.1503,53.4092,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.00E-07,g/g,8388669_274446_1793513,144C301710,,
27/06/1996 00:00,5.0217,53.5372,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,2.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,2.00E-07,g/g,8388669_274445_1793512,144C301708,,
27/06/1996 00:00,4.6095,53.9217,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.00E-07,,g/g,,SED63,0.05,0,<;METPT:DFRZ,D,,,,,,,1.00E-07,g/g,8388669_274424_1793508,144C301718,,
27/06/1996 00:00,4.3385,54.143,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.00E-07,,g/g,,SED63,0.05,0,<;METPT:DFRZ,D,,,,,,,1.00E-07,g/g,8388669_274421_1793505,144C301716,,
27/06/1996 00:00,4.038,54.4093,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.00E-07,g/g,8388669_274429_1793501,144C301722,,
27/06/1996 00:00,3.1545,55.17,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.00E-07,g/g,8388669_274417_1793484,144C301731,,
27/06/1996 00:00,3.0997,55.3375,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,4.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,4.00E-07,g/g,8388669_274415_1793482,144C302522,,
03/07/1996 00:00,4.54,52.4667,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.00E-06,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.00E-06,g/g,8388669_274423_1793507,144C301717,,
03/07/1996 00:00,4.6083,52.6208,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,9.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,9.00E-07,g/g,8388669_274450_1793523,144C302558,,
03/07/1996 00:00,4.4745,52.6363,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274457_1793521,144C302554,,
11/07/1996 00:00,4.6875,52.8637,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.20E-06,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.20E-06,g/g,8388669_274451_1793524,144C302557,,
11/07/1996 00:00,4.5645,52.897,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274449_1793522,144C302556,,
11/07/1996 00:00,4.272,52.9263,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274456_1793520,144C301706,,
16/07/1996 00:00,4,53.5005,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,2.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,2.00E-07,g/g,8388669_274426_1793498,144C301719,,
16/07/1996 00:00,3.6305,53.7555,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.00E-07,g/g,8388669_274433_1793493,144C301727,,
16/07/1996 00:00,3,54.5,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,2.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,2.00E-07,g/g,8388669_274414_1793481,144C302523,,
16/07/1996 00:00,5,55,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,2.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,2.00E-07,g/g,8388669_274444_1793511,144C301709,,
17/07/1996 00:00,6.5585,53.5597,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.00E-07,g/g,8388669_274453_1793517,144C301703,,
17/07/1996 00:00,5.5625,54.0862,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.00E-07,g/g,8388669_274447_1793514,144C301712,,
17/07/1996 00:00,6.2085,54.1175,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,2.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,2.00E-07,g/g,8388669_274452_1793516,144C301701,,
22/08/1996 00:00,3.6005,51.7063,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274432_1793492,144C301723,,
22/08/1996 00:00,3.8133,51.7905,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,8.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,8.00E-07,g/g,8388669_274435_1793495,144C301728,,
03/09/1996 00:00,7.175,53.2488,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,3.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,3.00E-07,g/g,8388669_274410_1793555,144C302549,,
03/09/1996 00:00,7.1587,53.3005,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,4.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,4.00E-07,g/g,8388669_274409_1793554,144C302547,,
04/09/1996 00:00,6.5297,53.4383,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,4.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,4.00E-07,g/g,8388669_274389_1793546,144C302525,,
04/09/1996 00:00,6.8058,53.463,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274404_1793549,144C302528,,
05/09/1996 00:00,6.5087,53.4522,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274387_1793544,144C302536,,
05/09/1996 00:00,6.5095,53.5248,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274388_1793545,144C302526,,
06/09/1996 00:00,6.6072,53.538,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,7.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,7.00E-07,g/g,8388669_274402_1793547,144C302527,,
10/09/1996 00:00,3.675,52.9883,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,7.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,7.00E-07,g/g,8388669_274393_1793540,144C302531,,
10/09/1996 00:00,5.7195,53.437,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.00E-07,g/g,8388669_274392_1793539,144C302532,,
11/09/1996 00:00,5.2483,53.2522,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.00E-07,g/g,8388669_274396_1793531,144C302555,,
11/09/1996 00:00,4.9803,53.2628,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,8.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,8.00E-07,g/g,8388669_274383_1793528,144C302552,,
25/09/1996 00:00,5.5473,53.4265,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274400_1793535,144C302539,,
25/09/1996 00:00,5.6278,53.4328,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.00E-07,g/g,8388669_274390_1793537,144C302540,,
30/09/1996 00:00,7.0978,53.3037,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,3.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,3.00E-07,g/g,8388669_274408_1793553,144C302548,,
30/09/1996 00:00,7.2553,53.3222,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274411_1793556,144C302544,,
07/10/1996 00:00,6.878,53.4105,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274406_1793551,144C302543,,
09/10/1996 00:00,5.405,53.122,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274399_1793534,144C302537,,
09/10/1996 00:00,5.5562,53.2747,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,7.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,7.00E-07,g/g,8388669_274401_1793536,144C302541,,
09/10/1996 00:00,5.6272,53.3108,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,8.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,8.00E-07,g/g,8388669_274391_1793538,144C302542,,
09/10/1996 00:00,5.8017,53.3608,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,4.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,4.00E-07,g/g,8388669_274394_1793541,144C302533,,
10/10/1996 00:00,4.015,51.855,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.50E-06,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.50E-06,g/g,8388669_274427_1793499,144C301721,,
15/10/1996 00:00,3.8517,51.6567,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274443_1793510,144C301707,,
17/10/1996 00:00,3.8267,51.3505,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,7.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,7.00E-07,g/g,8388669_274418_1793509,144C301705,,
17/10/1996 00:00,3.5595,51.4077,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.20E-06,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.20E-06,g/g,8388669_274412_1793479,144C302520,,
17/10/1996 00:00,3.9878,51.4378,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.20E-06,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.20E-06,g/g,8388669_274448_1793515,144C301699,,
17/10/1996 00:00,6.9408,53.3403,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274407_1793552,144C302546,,
18/10/1996 00:00,6.263,53.4147,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.00E-07,g/g,8388669_274386_1793543,144C302534,,
21/10/1996 00:00,5.3355,53.0762,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,9.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,9.00E-07,g/g,8388669_274398_1793533,144C302538,,
22/10/1996 00:00,4.0233,51.9158,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,7.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,7.00E-07,g/g,8388669_274428_1793500,144C301720,,
23/10/1996 00:00,4.9095,52.8922,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,9.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,9.00E-07,g/g,8388669_274381_1793526,144C301700,,
23/10/1996 00:00,4.9058,53.13,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.00E-07,g/g,8388669_274380_1793525,144C302559,,
24/10/1996 00:00,5.0478,52.9388,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.30E-06,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.30E-06,g/g,8388669_274385_1793530,144C302553,,
24/10/1996 00:00,4.9107,52.9852,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,4.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,4.00E-07,g/g,8388669_274382_1793527,144C302550,,
24/10/1996 00:00,5.0323,53.0528,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,8.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,8.00E-07,g/g,8388669_274384_1793529,144C302551,,
15/11/1996 00:00,6.8535,53.5503,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,8388669_274405_1793550,144C302530,,
15/11/1996 00:00,6.75,53.5805,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.00E-07,g/g,8388669_274403_1793548,144C302529,,
18/11/1996 00:00,6.1742,53.4675,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,7.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,7.00E-07,g/g,8388669_274395_1793542,144C302535,,
06/12/1996 00:00,5.3112,53.3787,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,4.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,4.00E-07,g/g,8388669_274397_1793532,144C302545,,
29/08/1990 00:00,3.115,51.7208,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.30E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.30E-07,g/g,7917996_231514_1705147,144C282865,,
29/08/1990 00:00,3.115,51.7208,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.26E-06,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.26E-06,g/g,7917996_231514_1705147,144C282866,,
29/08/1990 00:00,3.115,51.7208,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,7.90E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,7.90E-07,g/g,7917996_231514_1705147,144C282855,,
29/08/1990 00:00,2.6767,51.9562,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,4.80E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,4.80E-07,g/g,7917996_231515_1705148,144C282862,,
29/08/1990 00:00,2.6767,51.9562,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,2.90E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,2.90E-07,g/g,7917996_231515_1705148,144C282864,,
29/08/1990 00:00,2.6767,51.9562,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,2.70E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,2.70E-07,g/g,7917996_231515_1705148,144C282851,,
30/08/1990 00:00,4.4063,52.2608,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.20E-06,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.20E-06,g/g,7917996_231516_1705149,144C282861,,
30/08/1990 00:00,4.4063,52.2608,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.26E-06,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.26E-06,g/g,7917996_231516_1705149,144C282871,,
30/08/1990 00:00,4.4063,52.2608,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,1.24E-06,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,1.24E-06,g/g,7917996_231516_1705149,144C282872,,
30/08/1990 00:00,3.7872,52.4815,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,7.40E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,7.40E-07,g/g,7917996_231517_1705150,144C282867,,
30/08/1990 00:00,3.7872,52.4815,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.00E-07,g/g,7917996_231517_1705150,144C282868,,
30/08/1990 00:00,3.7872,52.4815,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,4.10E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,4.10E-07,g/g,7917996_231517_1705150,144C282873,,
13/09/1990 00:00,5.1495,53.4155,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,9.70E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,9.70E-07,g/g,7917996_231518_1705151,144C282870,,
13/09/1990 00:00,5.1495,53.4155,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,7.80E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,7.80E-07,g/g,7917996_231518_1705151,144C282885,,
13/09/1990 00:00,5.1495,53.4155,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,8.20E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,8.20E-07,g/g,7917996_231518_1705151,144C282857,,
27/09/1990 00:00,6.5643,53.5697,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,7.70E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,7.70E-07,g/g,7917996_231522_1705155,144C282889,,
27/09/1990 00:00,6.5643,53.5697,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,3.50E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,3.50E-07,g/g,7917996_231522_1705155,144C282890,,
27/09/1990 00:00,6.5643,53.5697,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,4.20E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,4.20E-07,g/g,7917996_231522_1705155,144C282891,,
15/10/1990 00:00,6.52,53.4595,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,7.40E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,7.40E-07,g/g,7917996_231512_1705145,144C282860,,
15/10/1990 00:00,6.52,53.4595,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,8.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,8.00E-07,g/g,7917996_231512_1705145,144C282849,,
15/10/1990 00:00,6.52,53.4595,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,9.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,9.00E-07,g/g,7917996_231512_1705145,144C282859,,
16/10/1990 00:00,6.9403,53.3433,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.10E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.10E-07,g/g,7917996_231513_1705146,144C282845,,
16/10/1990 00:00,6.9403,53.3433,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.00E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.00E-07,g/g,7917996_231513_1705146,144C282856,,
16/10/1990 00:00,6.9403,53.3433,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,6.10E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,6.10E-07,g/g,7917996_231513_1705146,144C282858,,
29/10/1990 00:00,5.7233,53.4095,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.90E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.90E-07,g/g,7917996_231510_1705143,144C282843,,
29/10/1990 00:00,5.7233,53.4095,0.05,Contaminants and biological effects,Contaminants and biological effects of contaminants in sediment data,CD,5.90E-07,,g/g,,SED63,0.05,0,;METPT:DFRZ,D,,,,,,,5.90E-07,g/g,7917996_231510_1705143,144C282853,,
