datelastmodified,catalognumber,scientificname,yearcollected,monthcollected,daycollected,longitude,latitude,coordinateprecision,minimumdepth,maximumdepth,sex,observedindividualcount,aphiaid,occurrenceid,datasetid,dataprovider_id,aphiaidaccepted,scientificname_accepted,taxonlsid
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25226,Bivalvia,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=105,ILVO_zoopl_BPNS_25226,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,105,Bivalvia,urn:lsid:marinespecies.org:taxname:105
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25215,Pisces,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=11676,ILVO_zoopl_BPNS_25215,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,11676,Pisces,urn:lsid:marinespecies.org:taxname:11676
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25222,Pisces,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=11676,ILVO_zoopl_BPNS_25222,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,11676,Pisces,urn:lsid:marinespecies.org:taxname:11676
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25248,Paracalanus/pseudocalanus,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1100,ILVO_zoopl_BPNS_25248,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1100,Calanoida,urn:lsid:marinespecies.org:taxname:1100
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25217,Decapoda,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1130,ILVO_zoopl_BPNS_25217,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1130,Decapoda,urn:lsid:marinespecies.org:taxname:1130
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25231,Hydrozoa,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1337,ILVO_zoopl_BPNS_25231,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1337,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24861_24885,Cumacea,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1137,ILVO_zoopl_BPNS_24861_24885,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1137,Cumacea,urn:lsid:marinespecies.org:taxname:1137
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25220,Hydrozoa,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1337,ILVO_zoopl_BPNS_25220,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1337,Hydrozoa,urn:lsid:marinespecies.org:taxname:1337
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24857_24865,Polychaeta,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=883,ILVO_zoopl_BPNS_24857_24865,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,883,Polychaeta,urn:lsid:marinespecies.org:taxname:883
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25224,Polychaeta,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=883,ILVO_zoopl_BPNS_25224,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,883,Polychaeta,urn:lsid:marinespecies.org:taxname:883
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24879,Copepoda,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1080,ILVO_zoopl_BPNS_24879,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1080,Copepoda,urn:lsid:marinespecies.org:taxname:1080
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24863,Cirripedia,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1082,ILVO_zoopl_BPNS_24863,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1082,Cirripedia,urn:lsid:marinespecies.org:taxname:1082
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25242,Cirripedia,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1082,ILVO_zoopl_BPNS_25242,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1082,Cirripedia,urn:lsid:marinespecies.org:taxname:1082
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25244,Cirripedia,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1082,ILVO_zoopl_BPNS_25244,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1082,Cirripedia,urn:lsid:marinespecies.org:taxname:1082
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25227,Oikopleura (Vexillaria) dioica,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=103407,ILVO_zoopl_BPNS_25227,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,103407,Oikopleura (Vexillaria) dioica,urn:lsid:marinespecies.org:taxname:103407
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24860_24866,Oikopleura (Vexillaria) dioica,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=103407,ILVO_zoopl_BPNS_24860_24866,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,103407,Oikopleura (Vexillaria) dioica,urn:lsid:marinespecies.org:taxname:103407
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25250,Centropages,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104159,ILVO_zoopl_BPNS_25250,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104159,Centropages,urn:lsid:marinespecies.org:taxname:104159
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24872,Centropages,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104159,ILVO_zoopl_BPNS_24872,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104159,Centropages,urn:lsid:marinespecies.org:taxname:104159
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25209,Calanus helgolandicus,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104466,ILVO_zoopl_BPNS_25209,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104466,Calanus helgolandicus,urn:lsid:marinespecies.org:taxname:104466
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24875,Centropages hamatus,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104496,ILVO_zoopl_BPNS_24875,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104496,Centropages hamatus,urn:lsid:marinespecies.org:taxname:104496
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24876,Centropages hamatus,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104496,ILVO_zoopl_BPNS_24876,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104496,Centropages hamatus,urn:lsid:marinespecies.org:taxname:104496
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25232,Centropages hamatus,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104496,ILVO_zoopl_BPNS_25232,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104496,Centropages hamatus,urn:lsid:marinespecies.org:taxname:104496
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25233,Centropages hamatus,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104496,ILVO_zoopl_BPNS_25233,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104496,Centropages hamatus,urn:lsid:marinespecies.org:taxname:104496
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25238,Pseudocalanus elongatus,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149711,ILVO_zoopl_BPNS_25238,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104515,Pseudocalanus elongatus,urn:lsid:marinespecies.org:taxname:149711
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24883,Pseudocalanus elongatus,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149711,ILVO_zoopl_BPNS_24883,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104515,Pseudocalanus elongatus,urn:lsid:marinespecies.org:taxname:149711
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24884,Pseudocalanus elongatus,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149711,ILVO_zoopl_BPNS_24884,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104515,Pseudocalanus elongatus,urn:lsid:marinespecies.org:taxname:149711
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24867,Paracalanus parvus parvus,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104685,ILVO_zoopl_BPNS_24867,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104685,Paracalanus parvus,urn:lsid:marinespecies.org:taxname:104685
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24868,Paracalanus parvus parvus,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104685,ILVO_zoopl_BPNS_24868,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104685,Paracalanus parvus,urn:lsid:marinespecies.org:taxname:104685
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25239,Paracalanus parvus parvus,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104685,ILVO_zoopl_BPNS_25239,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104685,Paracalanus parvus,urn:lsid:marinespecies.org:taxname:104685
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24878,Temora longicornis,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104878,ILVO_zoopl_BPNS_24878,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104878,Temora longicornis,urn:lsid:marinespecies.org:taxname:104878
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24877,Temora longicornis,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104878,ILVO_zoopl_BPNS_24877,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104878,Temora longicornis,urn:lsid:marinespecies.org:taxname:104878
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25245,Echinocardium,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=123426,ILVO_zoopl_BPNS_25245,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,123426,Echinocardium,urn:lsid:marinespecies.org:taxname:123426
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24873,Temora longicornis,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104878,ILVO_zoopl_BPNS_24873,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104878,Temora longicornis,urn:lsid:marinespecies.org:taxname:104878
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25247,Temora longicornis,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104878,ILVO_zoopl_BPNS_25247,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104878,Temora longicornis,urn:lsid:marinespecies.org:taxname:104878
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25236,Temora longicornis,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104878,ILVO_zoopl_BPNS_25236,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104878,Temora longicornis,urn:lsid:marinespecies.org:taxname:104878
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25237,Temora longicornis,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=104878,ILVO_zoopl_BPNS_25237,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,104878,Temora longicornis,urn:lsid:marinespecies.org:taxname:104878
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24858,Parasagitta setosa,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=154107,ILVO_zoopl_BPNS_24858,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,105443,Parasagitta setosa,urn:lsid:marinespecies.org:taxname:154107
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25206_25241,Beroe,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=106331,ILVO_zoopl_BPNS_25206_25241,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,106331,Beroe,urn:lsid:marinespecies.org:taxname:106331
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24864,Cyclopinoides littoralis,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=106538,ILVO_zoopl_BPNS_24864,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,106538,Cyclopinoides littoralis,urn:lsid:marinespecies.org:taxname:106538
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25214,Brachyura,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=106673,ILVO_zoopl_BPNS_25214,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,106673,Brachyura,urn:lsid:marinespecies.org:taxname:106673
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25216,Caridea,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=106674,ILVO_zoopl_BPNS_25216,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,106674,Caridea,urn:lsid:marinespecies.org:taxname:106674
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25213,Crangon crangon,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=107552,ILVO_zoopl_BPNS_25213,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,107552,Crangon crangon,urn:lsid:marinespecies.org:taxname:107552
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25243,Tigriopus,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=115351,ILVO_zoopl_BPNS_25243,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,115351,Tigriopus,urn:lsid:marinespecies.org:taxname:115351
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24871,Microsetella norvegica,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=116115,ILVO_zoopl_BPNS_24871,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,116115,Microsetella norvegica,urn:lsid:marinespecies.org:taxname:116115
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24862,Euterpina acutifrons,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=116162,ILVO_zoopl_BPNS_24862,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,116162,Euterpina acutifrons,urn:lsid:marinespecies.org:taxname:116162
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25221,Clytia hemisphaerica,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=117368,ILVO_zoopl_BPNS_25221,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,117368,Clytia hemisphaerica,urn:lsid:marinespecies.org:taxname:117368
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25219_25230,Margelopsis haeckelii,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=578672,ILVO_zoopl_BPNS_25219_25230,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,117741,Margelopsis haeckelii,urn:lsid:marinespecies.org:taxname:578672
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25211,Schistomysis kervillei,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=120203,ILVO_zoopl_BPNS_25211,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,120203,Schistomysis kervillei,urn:lsid:marinespecies.org:taxname:120203
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25208,Schistomysis ornata,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=120204,ILVO_zoopl_BPNS_25208,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,120204,Schistomysis ornata,urn:lsid:marinespecies.org:taxname:120204
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25210,Schistomysis spiritus,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=120206,ILVO_zoopl_BPNS_25210,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,120206,Schistomysis spiritus,urn:lsid:marinespecies.org:taxname:120206
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24855,Ophiura,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=123574,ILVO_zoopl_BPNS_24855,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,123574,Ophiura,urn:lsid:marinespecies.org:taxname:123574
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25246,Ophiura,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=123574,ILVO_zoopl_BPNS_25246,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,123574,Ophiura,urn:lsid:marinespecies.org:taxname:123574
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25240,Ophiura,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=123574,ILVO_zoopl_BPNS_25240,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,123574,Ophiura,urn:lsid:marinespecies.org:taxname:123574
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25218,Asterias rubens,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=123776,ILVO_zoopl_BPNS_25218,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,123776,Asterias rubens,urn:lsid:marinespecies.org:taxname:123776
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24869,Ammodytidae,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=125516,ILVO_zoopl_BPNS_24869,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,125516,Ammodytidae,urn:lsid:marinespecies.org:taxname:125516
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24856,Clupea harengus,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=126417,ILVO_zoopl_BPNS_24856,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,126417,Clupea harengus,urn:lsid:marinespecies.org:taxname:126417
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25223,Sprattus sprattus,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=126425,ILVO_zoopl_BPNS_25223,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,126425,Sprattus sprattus,urn:lsid:marinespecies.org:taxname:126425
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24882,Ditrichocorycaeus anglicus,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149847,ILVO_zoopl_BPNS_24882,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,128805,Ditrichocorycaeus anglicus,urn:lsid:marinespecies.org:taxname:149847
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25225,Lanice,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=129697,ILVO_zoopl_BPNS_25225,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,129697,Lanice,urn:lsid:marinespecies.org:taxname:129697
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25207_25228,Ensis,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=138333,ILVO_zoopl_BPNS_25207_25228,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,138333,Ensis,urn:lsid:marinespecies.org:taxname:138333
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25229,Bryozoa,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=146142,ILVO_zoopl_BPNS_25229,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,146142,Bryozoa,urn:lsid:marinespecies.org:taxname:146142
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24874,Acartia (Acartiura) clausi,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149755,ILVO_zoopl_BPNS_24874,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,149755,Acartia (Acartiura) clausi,urn:lsid:marinespecies.org:taxname:149755
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24881,Acartia (Acartiura) clausi,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149755,ILVO_zoopl_BPNS_24881,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,149755,Acartia (Acartiura) clausi,urn:lsid:marinespecies.org:taxname:149755
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24880,Acartia (Acartiura) clausi,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149755,ILVO_zoopl_BPNS_24880,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,149755,Acartia (Acartiura) clausi,urn:lsid:marinespecies.org:taxname:149755
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25249,Acartia (Acartiura) clausi,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149755,ILVO_zoopl_BPNS_25249,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,149755,Acartia (Acartiura) clausi,urn:lsid:marinespecies.org:taxname:149755
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25234,Acartia (Acartiura) clausi,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149755,ILVO_zoopl_BPNS_25234,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,149755,Acartia (Acartiura) clausi,urn:lsid:marinespecies.org:taxname:149755
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25235,Acartia (Acartiura) clausi,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=149755,ILVO_zoopl_BPNS_25235,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,149755,Acartia (Acartiura) clausi,urn:lsid:marinespecies.org:taxname:149755
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_25212,Nototropis swammerdamei,2009,5,14,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=102131,ILVO_zoopl_BPNS_25212,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,488966,Nototropis swammerdamei,urn:lsid:marinespecies.org:taxname:102131
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_24859_24886,Nototropis swammerdamei,2009,1,,2.63,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=102131,ILVO_zoopl_BPNS_24859_24886,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,488966,Nototropis swammerdamei,urn:lsid:marinespecies.org:taxname:102131
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_26100,Polychaeta,2009,9,9,2.7,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=883,ILVO_zoopl_BPNS_26100,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,883,Polychaeta,urn:lsid:marinespecies.org:taxname:883
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_26099,Cirripedia,2009,9,9,2.7,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1082,ILVO_zoopl_BPNS_26099,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1082,Cirripedia,urn:lsid:marinespecies.org:taxname:1082
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_26105,Paracalanus/pseudocalanus,2009,9,9,2.7,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1100,ILVO_zoopl_BPNS_26105,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1100,Calanoida,urn:lsid:marinespecies.org:taxname:1100
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_26110,Harpacticoida,2009,9,9,2.7,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1102,ILVO_zoopl_BPNS_26110,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1102,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_26078,Decapoda,2009,9,9,2.7,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1130,ILVO_zoopl_BPNS_26078,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1130,Decapoda,urn:lsid:marinespecies.org:taxname:1130
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_26102,Cumacea,2009,9,9,2.7,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=1137,ILVO_zoopl_BPNS_26102,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,1137,Cumacea,urn:lsid:marinespecies.org:taxname:1137
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_26081,Pisces,2009,9,9,2.7,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=11676,ILVO_zoopl_BPNS_26081,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,11676,Pisces,urn:lsid:marinespecies.org:taxname:11676
2015-03-03T17:45:33.033,ILVO_zoopl_BPNS_26077,Pariambus typicus,2009,9,9,2.7,51.16,,,,,,http://marinespecies.org/aphia.php?p=taxdetails&id=101857,ILVO_zoopl_BPNS_26077,http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=4456,785,101857,Pariambus typicus,urn:lsid:marinespecies.org:taxname:101857
